query_id,article_id_1,article_id_2,article_id_3,article_id_4,article_id_5,article_id_6,article_id_7,article_id_8,article_id_9,article_id_10,generated_caption
000fba4508af4c6e,14b533ff20035f47,7c8af6b03ebf97fb,8f7db96507a0cfd9,c9dbb71a6d14c564,ffdec834562c5dca,daeb7515b4cf93d9,85e452b6e5f0666c,162393b53c40f4d3,694235b3c48af33f,4d2d55074514a9e8,This is an image caption.
00205027f62e0dc4,f885fcdf67a8a5b4,444dc7efbdf4ac25,1eacd1f2b7f55002,66ba7ce1ffe5fdba,4790dcb171ea1c27,2365fe7d93704391,bfcd54289aa16012,6c476607bdffb3be,915977e53e850647,9155c9b80514f17b,This is an image caption.
003c0ab2834081cf,b0addd2494d4d432,f2da5cac14a1d67a,5cdbf1f6ee6c1d52,c36cd3ac0edc2171,872202279039bed3,832d25391f48cc70,a4a0cff7173202c6,a978293e4729c5ae,44f06ae26d856e00,a4a0cff7173202c6,This is an image caption.
0045e915b815e497,84cac87ba3916217,9e151835ef0a2c11,66da51882720edf1,5c855c2ef92607e0,e5ede29c5bc0a993,5296f3640271548d,4139f4873f8375ae,a24762b682e5f253,90d179f1583f9b8e,66da51882720edf1,This is an image caption.
00ac8f59ab8196cb,b2338e81b560a43d,6e85ba4464e6d729,6e4feccb2e6b4b74,8d98ec6ee28d4278,7fbae313c476089b,2cb0fecb12022f70,6b6b3a4759f319f3,66e8b7b065f47cd4,bd26bd80f9e3ed1d,63a55d0d135a4155,This is an image caption.
00b81e449003bf96,244c5cff240427b3,4af3dd6fa08ec34a,ea5885ca473a664d,542a3bce61ebf416,3d72db780d1c1017,bb153f3681d6c9d2,b8e2690d28042956,29a71edf9476da50,75ef46faf3b6ce19,dc5433c23fd5ed35,This is an image caption.
00ebf0ea86582913,f249e875d0e780db,fbfac9f3e5207d24,73ff2fe6b0e1a050,a669ed9105c20119,59563e1dada4c55b,e1a15a6a16704dd7,1db72e252b582db5,18c2ed7e9aeb960f,7d76f85bdba8dcaa,a669ed9105c20119,This is an image caption.
00f422ca3ecbfae3,518171f9cd9c32f7,a4a0cff7173202c6,91dd104405062e20,c639b55767e17696,3d72db780d1c1017,872202279039bed3,fcf78ac9afa6c194,0ad42dc7a0a9fee8,9ee2c3a6411f7fa5,57a79521959bc6ea,This is an image caption.
00f6f844cfa8a8a3,2628664e278a2f49,ac6436ef65af250f,3bb28643672b0d80,8ca621051e70b48f,3759d798d00b8d04,9d2f2bf36cd56d44,6b24720adfac8a71,7aed168d431363cf,875ac65b1c814665,47b129c8206f45f5,This is an image caption.
01196dd23807e69d,97471eea1d71ab19,afbc4dbb4f28eed6,9198f07beefc080a,de154fc7c242aacb,0f0f92bd6ae9d4a1,a7a2c6d39ae55338,4c823631bc697314,1df330a07811b831,5febebcffe433f79,afb6cb123bf935c6,This is an image caption.
0120e3616f78d9df,736073b19c06d628,de154fc7c242aacb,6bc3a0b8aebdc9be,afbc4dbb4f28eed6,d5524f87e308fa87,92d47e246ecd78d8,97471eea1d71ab19,a7a2c6d39ae55338,fa04e995272f9164,1df330a07811b831,This is an image caption.
0145543272138fb2,f386ed4da8f484ca,e3d233eb23f7e5d3,fc9c5e435ceddce0,d88107e486775b4b,841160d2b305b4bf,25b7dc310ad44774,c28f5c31105e9f83,462b755645dd5476,7e1ff76618cde7c2,4516679269d7211d,This is an image caption.
0149973fbcc8796e,957bba9073f98e33,21809754fae93791,0827a7b693a4b20f,df6cabd92179e49f,6187914d73edd797,597242e772fb22ef,da26fad5c78e46a5,a1f9b326c1183ae3,bcef8504f50c0f90,92fc79c12fd3f9d3,This is an image caption.
0188acd20c67ed0e,d308a5d723b5d4eb,7fb162af0e33cbae,cd9a9c9d496550b8,551fdfe03c10b3c4,1091d5dcf8ce3c9b,c81ccb4bea668883,8d524f751148e471,de154fc7c242aacb,a4a0cff7173202c6,1aba49ac3796fe0e,This is an image caption.
01dc0c350462668e,a9ce1fc1d45c2ae9,04e81d2b2b020139,0be50088e5a63abd,e0aa22288ad91503,098a2330973e4999,e030fb40ba927edf,c84a940e515ac160,24db1ee5f0618b7c,a9ce1fc1d45c2ae9,3044965e8de8f96f,This is an image caption.
